dataset,ATE,lb,ub,DGPid,trueATE
low188,2.564960931,1.453698348,3.676223514,31,2
low1880,0.076598989,0.007426997,0.145770981,19,0.120725664
low1881,0.119608545,0.087852932,0.151364158,35,0.122643948
low1882,0.616902059,0.439222489,0.794581629,57,0.5
low1883,0.100616061,0.080937681,0.120294441,33,0.099589875
low1884,0.103486538,0.02290217,0.184070907,18,0.147047059
low1885,1.610525489,1.469968813,1.751082166,60,1.686248312
low1886,0.105638062,0.085249899,0.126026224,33,0.099589875
low1887,0.176484762,0.113164641,0.239804884,20,0.156759654
low1888,0.137983464,0.111414127,0.1645528,35,0.122643948
low1889,9.951969015,8.835682983,11.06825505,30,10
low189,1.680637452,1.530454932,1.830819971,60,1.686248312
low1890,-0.789556764,-1.033586666,-0.545526862,59,-0.8
low1891,-2.252289529,-2.893862109,-1.610716948,63,-2
low1892,0.083163571,0.057171435,0.109155708,36,0.094084067
low1893,0.093366063,0.062569808,0.124162318,35,0.122643948
low1894,2.47776454,1.504960135,3.450568945,31,2
low1895,1.863009575,1.689619875,2.036399275,60,1.686248312
low1896,1.837336449,0.911276904,2.763395993,31,2
low1897,9.483077965,8.471274699,10.49488123,30,10
low1898,2.405680154,1.939184659,2.872175648,61,2
low1899,0.109798745,0.042423716,0.177173774,19,0.120725664
low19,0.107265828,0.081557226,0.132974431,36,0.094084067
low190,0.118332818,0.028918493,0.207747143,18,0.147047059
low1900,0.098976155,0.028819281,0.169133029,19,0.120725664
low1901,1.983368775,1.272166459,2.694571091,32,2.527390408
low1902,0.124166327,0.09415434,0.154178315,35,0.122643948
low1903,0.088937707,0.062519266,0.115356149,36,0.094084067
low1904,0.150401304,0.091041651,0.209760957,19,0.120725664
low1905,2.357342858,1.638977373,3.075708342,32,2.527390408
low1906,1.743276698,1.225865881,2.260687515,62,2
low1907,0.085347517,0.059477546,0.111217487,36,0.094084067
low1908,0.070755247,0.043946717,0.097563777,36,0.094084067
low1909,-2.728170255,-3.347628322,-2.108712188,63,-2
low191,1.297032925,0.256809319,2.337256532,31,2
low1910,0.104416942,0.084903626,0.123930259,33,0.099589875
low1911,0.155832461,0.084778261,0.22688666,20,0.156759654
low1912,0.092327699,0.073241742,0.111413655,33,0.099589875
low1913,0.023751512,-0.044101083,0.091604107,19,0.120725664
low1914,0.474413577,0.282958141,0.665869014,57,0.5
low1915,2.222102918,1.758612367,2.685593469,61,2
low1916,2.415456023,1.981008069,2.849903978,62,2
low1917,1.145561602,0.261109571,2.030013633,31,2
low1918,0.167171098,0.099834214,0.234507982,20,0.156759654
low1919,4.41964505,3.668190334,5.171099766,29,4
low192,1.601833435,1.462098326,1.741568543,60,1.686248312
low1920,1.770764452,1.044465617,2.497063287,32,2.527390408
low1921,1.129210901,0.148043185,2.110378618,31,2
low1922,3.957979733,3.230194043,4.685765422,29,4
low1923,1.994739793,0.952948123,3.036531463,31,2
low1924,2.511118223,1.804461742,3.217774704,32,2.527390408
low1925,0.105595183,0.086345057,0.124845308,33,0.099589875
low1926,0.111290674,0.079281958,0.143299389,35,0.122643948
low1927,3.68044708,3.346859944,4.014034217,64,3.625
low1928,0.103102928,0.077191537,0.12901432,36,0.094084067
low1929,3.657499129,2.709220194,4.605778065,29,4
low193,10.52660439,9.501030942,11.55217785,30,10
low1930,0.075155282,-0.001781874,0.152092438,19,0.120725664
low1931,0.109523243,0.088926395,0.130120091,33,0.099589875
low1932,0.139272774,0.107885166,0.170660382,35,0.122643948
low1933,3.694325726,3.349237822,4.03941363,64,3.625
low1934,0.934686701,0.625992562,1.24338084,58,1
low1935,4.059059111,3.275779142,4.84233908,29,4
low1936,-0.721600739,-0.901068593,-0.542132884,59,-0.8
low1937,1.578280469,1.064720823,2.091840115,62,2
low1938,0.108981644,0.07917596,0.138787327,35,0.122643948
low1939,0.045994195,-0.036042393,0.128030783,17,0.106696525
low194,2.171415454,1.714902693,2.627928216,61,2
low1940,0.104304302,0.084711751,0.123896852,33,0.099589875
low1941,4.009172906,3.693059605,4.325286208,64,3.625
low1942,0.098209531,0.069209858,0.127209204,35,0.122643948
low1943,3.54824329,3.222042283,3.874444297,64,3.625
low1944,0.1346005,0.064028456,0.205172544,19,0.120725664
low1945,0.096875795,0.070696075,0.123055515,36,0.094084067
low1946,4.05355962,3.718924255,4.388194984,64,3.625
low1947,1.576676679,1.394148165,1.759205194,60,1.686248312
low1948,0.112053281,0.039124814,0.184981748,19,0.120725664
low1949,0.180836913,0.100565808,0.261108019,18,0.147047059
low195,1.821014711,1.145193972,2.49683545,62,2
low1950,10.78679628,9.762826778,11.81076579,30,10
low1951,0.129152707,0.098285194,0.160020221,35,0.122643948
low1952,0.102259522,0.08256816,0.121950885,33,0.099589875
low1953,3.950551704,3.637564298,4.26353911,64,3.625
low1954,0.05403895,-0.024660132,0.132738032,17,0.106696525
low1955,-0.685495817,-0.88967527,-0.481316364,59,-0.8
low1956,2.666338262,1.9227755,3.409901024,32,2.527390408
low1957,0.078819006,-0.041138437,0.198776449,19,0.120725664
low1958,0.114298976,0.085108537,0.143489415,35,0.122643948
low1959,0.028039319,-0.005660027,0.061738665,34,0.049629693
low196,1.668330822,1.499737638,1.836924007,60,1.686248312
low1960,3.803203794,2.962368173,4.644039416,29,4
low1961,-1.986026388,-2.752212023,-1.219840752,63,-2
low1962,1.630481809,1.489091103,1.771872515,60,1.686248312
low1963,0.054501961,-0.029005832,0.138009753,19,0.120725664
low1964,2.076540038,1.643723173,2.509356902,61,2
low1965,0.178020982,0.074501157,0.281540807,18,0.147047059
low1966,-2.411929088,-2.90294027,-1.920917905,63,-2
low1967,1.585670479,1.435488268,1.73585269,60,1.686248312
low1968,3.77138062,3.415764888,4.126996352,64,3.625
low1969,-0.671195727,-0.860610131,-0.481781324,59,-0.8
low197,0.107138035,0.087225981,0.127050089,33,0.099589875
low1970,0.096300945,0.07749635,0.11510554,33,0.099589875
low1971,0.164285216,0.081655772,0.246914659,18,0.147047059
low1972,2.836483798,2.146163161,3.526804435,32,2.527390408
low1973,0.048137232,-0.025727837,0.122002302,19,0.120725664
low1974,10.08575684,9.046244602,11.12526908,30,10
low1975,1.434427305,0.34072704,2.52812757,31,2
low1976,0.140479139,0.055476701,0.225481576,17,0.106696525
low1977,0.047169752,0.01476808,0.079571425,34,0.049629693
low1978,0.095522797,0.076898961,0.114146634,33,0.099589875
low1979,0.097135847,0.077483964,0.116787731,33,0.099589875
low198,-0.664329315,-0.845352369,-0.48330626,59,-0.8
low1980,3.190441233,2.493815183,3.887067283,32,2.527390408
low1981,0.740054412,0.521714684,0.958394141,58,1
low1982,0.113710241,0.086764223,0.140656259,35,0.122643948
low1983,-0.891484723,-1.078386767,-0.70458268,59,-0.8
low1984,0.087200184,0.059851741,0.114548628,36,0.094084067
low1985,0.110693959,0.043720731,0.177667187,19,0.120725664
low1986,3.023994509,2.267903937,3.780085081,32,2.527390408
low1987,3.854509901,3.087075962,4.621943841,29,4
low1988,0.112255461,0.088111908,0.136399014,35,0.122643948
low1989,1.097665929,0.856596637,1.338735221,58,1
low199,0.088622446,0.05928537,0.117959523,36,0.094084067
low1990,1.716869679,1.549118226,1.884621131,60,1.686248312
low1991,-2.630719713,-3.135739863,-2.125699563,63,-2
low1992,0.134065205,0.102766862,0.165363548,35,0.122643948
low1993,0.151137816,0.075912063,0.22636357,20,0.156759654
low1994,2.444846183,1.792088626,3.09760374,62,2
low1995,0.160116115,0.078247671,0.241984558,18,0.147047059
low1996,0.488580273,0.310712568,0.666447978,57,0.5
low1997,0.085358948,0.058822563,0.111895333,36,0.094084067
low1998,0.189883736,0.104956832,0.274810639,17,0.106696525
low1999,0.113063009,0.049891519,0.1762345,19,0.120725664
low2,2.122646345,1.649822805,2.595469884,62,2
low20,0.228238114,0.171503209,0.284973018,20,0.156759654
low200,0.215910978,0.13188741,0.299934546,18,0.147047059
low2000,0.202179689,0.137302099,0.267057279,20,0.156759654
low2001,0.247563006,0.138926691,0.356199321,23,0.195290626
low2002,7.405378979,6.91617991,7.894578048,40,6.961984907
low2003,0.187832961,0.094442325,0.281223597,21,0.174969388
low2004,0.252315608,0.16291174,0.341719477,22,0.158527502
low2005,0.397133773,0.302431374,0.491836173,43,0.19546654
low2006,0.079359747,0.012640007,0.146079487,44,0.08229957
low2007,6.784754771,5.821797114,7.747712428,39,6.270296023
low2008,0.139688952,0.043201913,0.236175992,21,0.174969388
low2009,0.106491094,0.003566542,0.209415646,41,0.106286796
low201,2.135639767,1.701270454,2.570009081,62,2
low2010,2.4660256,2.080984798,2.851066403,38,2.5
low2011,0.151017401,0.032165376,0.269869425,23,0.195290626
low2012,0.025588861,-0.039320305,0.090498027,44,0.08229957
low2013,2.527465565,2.190598287,2.864332842,38,2.5
low2014,5.582644319,4.81809011,6.347198528,39,6.270296023
low2015,2.364028144,2.056670521,2.671385768,38,2.5
low2016,6.801992716,5.992250066,7.611735366,39,6.270296023
low2017,6.024232804,4.989903206,7.058562403,39,6.270296023
low2018,0.145287007,0.020913737,0.269660277,43,0.19546654
low2019,2.442844422,2.117332278,2.768356566,38,2.5
low202,0.248006551,0.164594393,0.331418709,18,0.147047059
low2020,0.150041469,0.00974806,0.290334877,23,0.195290626
low2021,2.435316296,2.080909783,2.78972281,38,2.5
low2022,6.6704883,6.263761261,7.07721534,40,6.961984907
low2023,0.259799453,0.140400593,0.379198314,24,0.20001484
low2024,6.834376467,6.362229199,7.306523736,40,6.961984907
low2025,0.230788909,0.147755528,0.313822291,22,0.158527502
low2026,0.155752337,0.07604501,0.235459665,21,0.174969388
low2027,0.027389785,-0.040923438,0.095703008,44,0.08229957
low2028,0.259886916,0.166791753,0.352982078,22,0.158527502
low2029,0.063276368,-0.012080652,0.138633388,44,0.08229957
low203,0.527017343,0.353741135,0.700293551,57,0.5
low2030,0.209190241,0.104208781,0.314171701,23,0.195290626
low2031,0.366168863,0.251960373,0.480377353,24,0.20001484
low2032,0.144183677,0.043364548,0.245002806,23,0.195290626
low2033,0.019194805,-0.049139461,0.08752907,44,0.08229957
low2034,0.151761853,0.052870676,0.250653031,41,0.106286796
low2035,0.158433907,0.050547555,0.266320259,23,0.195290626
low2036,0.126260355,0.038957932,0.213562778,21,0.174969388
low2037,2.508353099,2.029320767,2.98738543,38,2.5
low2038,6.545865314,5.052536075,8.039194553,39,6.270296023
low2039,0.149231571,0.058985898,0.239477243,21,0.174969388
low204,-1.47884393,-2.187932847,-0.769755013,63,-2
low2040,0.169708263,0.057378748,0.282037778,23,0.195290626
low2041,3.821161389,3.23711352,4.405209258,37,4
low2042,0.213287015,0.105081944,0.321492086,24,0.20001484
low2043,0.23988177,0.130656399,0.349107142,24,0.20001484
low2044,4.284177098,3.876165172,4.692189023,37,4
low2045,0.192647925,0.114643157,0.270652693,21,0.174969388
low2046,0.287789895,0.210622086,0.364957703,43,0.19546654
low2047,0.18769294,0.080720463,0.294665417,24,0.20001484
low2048,2.561304921,2.130107078,2.992502765,38,2.5
low2049,0.138352508,-0.058241518,0.334946534,43,0.19546654
low205,2.386514541,1.975401129,2.797627954,61,2
low2050,7.206847834,6.821124513,7.592571155,40,6.961984907
low2051,0.150611922,0.067822893,0.233400951,42,0.185291712
low2052,0.235634497,0.143392233,0.327876761,22,0.158527502
low2053,0.209672087,-0.005075407,0.42441958,43,0.19546654
low2054,5.922972152,5.235100267,6.610844036,39,6.270296023
low2055,0.159076217,0.076082632,0.242069802,21,0.174969388
low2056,0.051414888,-0.014458945,0.117288721,44,0.08229957
low2057,0.16831429,0.068814786,0.267813794,21,0.174969388
low2058,0.23013723,0.104921511,0.35535295,43,0.19546654
low2059,0.230314707,0.102448184,0.35818123,23,0.195290626
low206,1.97759774,1.415943446,2.539252034,62,2
low2060,0.208561697,0.105191275,0.311932119,23,0.195290626
low2061,0.103373214,-0.002846866,0.209593294,24,0.20001484
low2062,0.133680383,0.036044198,0.231316569,23,0.195290626
low2063,0.114072436,-0.015189766,0.243334638,23,0.195290626
low2064,0.219529741,0.103251246,0.335808236,23,0.195290626
low2065,7.073490748,6.506389929,7.640591567,40,6.961984907
low2066,0.136365151,0.070335396,0.202394907,44,0.08229957
low2067,0.306442425,0.210152085,0.402732765,22,0.158527502
low2068,0.338471174,0.249556082,0.427386265,22,0.158527502
low2069,0.200606061,0.121395069,0.279817053,21,0.174969388
low207,2.415138007,1.956219667,2.874056347,61,2
low2070,0.171484142,0.065069073,0.277899211,23,0.195290626
low2071,3.757114409,3.221113895,4.293114922,37,4
low2072,0.135764096,0.019112672,0.252415519,24,0.20001484
low2073,6.738001278,5.894571651,7.581430904,40,6.961984907
low2074,6.102413443,5.015943673,7.188883212,39,6.270296023
low2075,3.819789255,3.147190971,4.492387539,37,4
low2076,0.152098317,-0.007577044,0.311773678,21,0.174969388
low2077,0.186022947,0.097395602,0.274650293,42,0.185291712
low2078,2.469371429,2.082013145,2.856729713,38,2.5
low2079,0.088297142,-0.109164132,0.285758416,43,0.19546654
low208,0.099955921,0.080940396,0.118971445,33,0.099589875
low2080,7.511344602,7.1005153,7.922173903,40,6.961984907
low2081,2.714695822,2.304312999,3.125078646,38,2.5
low2082,0.154637529,0.049280439,0.259994619,21,0.174969388
low2083,7.124032642,6.619035566,7.629029719,40,6.961984907
low2084,7.035534171,6.663839382,7.407228959,40,6.961984907
low2085,0.171521115,0.048408099,0.294634132,21,0.174969388
low2086,7.391187003,6.782088466,8.000285539,40,6.961984907
low2087,2.741485511,2.172918772,3.310052251,38,2.5
low2088,0.071725713,-0.018342681,0.161794106,41,0.106286796
low2089,7.053819105,6.645829455,7.461808756,40,6.961984907
low209,0.130976027,0.061171139,0.200780915,20,0.156759654
low2090,2.611550644,2.264555416,2.958545871,38,2.5
low2091,0.157695248,0.068326426,0.247064069,21,0.174969388
low2092,0.212175757,0.120267366,0.304084148,42,0.185291712
low2093,0.122750754,0.03803066,0.207470847,42,0.185291712
low2094,0.229484333,0.119084598,0.339884069,24,0.20001484
low2095,0.226861684,0.128286797,0.325436571,42,0.185291712
low2096,0.123285703,-0.030842226,0.277413631,42,0.185291712
low2097,0.065069885,0.001998686,0.128141084,44,0.08229957
low2098,4.163270487,3.6656378,4.660903174,37,4
low2099,4.182542706,3.681409802,4.68367561,37,4
low21,0.185841208,0.121261436,0.25042098,20,0.156759654
low210,0.111001825,0.091760821,0.130242829,33,0.099589875
low2100,0.330816467,0.245864668,0.415768266,22,0.158527502
low2101,6.387489601,5.594200999,7.180778203,39,6.270296023
low2102,0.26746428,0.155120485,0.379808076,24,0.20001484
low2103,0.15930432,-0.020582162,0.339190803,43,0.19546654
low2104,0.299459546,0.209812766,0.389106327,22,0.158527502
low2105,6.490951494,5.581897799,7.400005189,39,6.270296023
low2106,0.084409963,-0.026323682,0.195143607,41,0.106286796
low2107,6.007573012,5.078541769,6.936604254,39,6.270296023
low2108,3.935592963,3.544256612,4.326929315,37,4
low2109,6.987988422,6.538410406,7.437566439,40,6.961984907
low211,0.111782759,0.029209554,0.194355964,17,0.106696525
low2110,0.134156854,0.037347327,0.230966381,21,0.174969388
low2111,0.193956062,0.092947144,0.294964981,23,0.195290626
low2112,4.283652515,3.431827868,5.135477162,37,4
low2113,0.202483374,0.045823837,0.359142911,24,0.20001484
low2114,0.022197086,-0.126596069,0.170990241,41,0.106286796
low2115,0.140680644,0.045411294,0.235949993,42,0.185291712
low2116,6.21807186,5.452419453,6.983724267,39,6.270296023
low2117,4.096319876,3.356030714,4.836609038,37,4
low2118,7.091165873,6.669360331,7.512971416,40,6.961984907
low2119,4.00052592,3.569931341,4.4311205,37,4
low212,2.528147558,1.481828671,3.574466446,31,2
low2120,0.148562153,0.061868536,0.23525577,41,0.106286796
low2121,0.10956507,-0.001819134,0.220949274,41,0.106286796
low2122,0.215573905,0.122393883,0.308753927,42,0.185291712
low2123,0.107463279,0.020988937,0.193937622,21,0.174969388
low2124,0.110411102,0.041516188,0.179306016,44,0.08229957
low2125,0.190117347,0.054537757,0.325696937,23,0.195290626
low2126,0.038011879,-0.033417588,0.109441347,44,0.08229957
low2127,0.150683292,-0.023671626,0.32503821,23,0.195290626
low2128,0.160073333,0.049779758,0.270366907,23,0.195290626
low2129,6.260219691,5.473894693,7.046544689,39,6.270296023
low213,0.110690819,0.08406079,0.137320848,36,0.094084067
low2130,0.12686652,0.031062267,0.222670773,21,0.174969388
low2131,0.262255824,0.120280503,0.404231144,43,0.19546654
low2132,0.162093545,0.02679485,0.297392241,41,0.106286796
low2133,2.722690237,2.188763171,3.256617302,38,2.5
low2134,0.094219775,0.030210086,0.158229464,44,0.08229957
low2135,0.334084595,0.208054533,0.460114657,24,0.20001484
low2136,0.094783649,-0.116256224,0.305823522,43,0.19546654
low2137,0.058556548,-0.105891192,0.223004288,41,0.106286796
low2138,6.863367755,6.390040803,7.336694708,40,6.961984907
low2139,0.204913152,0.106476481,0.303349824,22,0.158527502
low214,0.14138364,0.061082025,0.221685256,20,0.156759654
low2140,0.047106558,-0.075803407,0.170016523,41,0.106286796
low2141,3.894810926,3.144158694,4.645463159,37,4
low2142,6.504159535,5.184280103,7.824038967,39,6.270296023
low2143,0.139215841,0.050273436,0.228158245,42,0.185291712
low2144,0.151845615,0.045400464,0.258290766,23,0.195290626
low2145,0.187311867,0.107860544,0.26676319,21,0.174969388
low2146,0.13234926,0.03100918,0.23368934,41,0.106286796
low2147,2.618830407,2.277996312,2.959664503,38,2.5
low2148,0.127685876,0.045009492,0.21036226,41,0.106286796
low2149,4.519791214,3.786340962,5.253241466,37,4
low215,0.11473479,0.02438656,0.20508302,17,0.106696525
low2150,0.175117205,0.100751407,0.249483002,41,0.106286796
low2151,0.23465893,0.120576757,0.348741103,23,0.195290626
low2152,0.302066031,0.209922331,0.394209731,22,0.158527502
low2153,6.787534257,6.334019471,7.241049043,40,6.961984907
low2154,0.102880294,0.027310665,0.178449923,41,0.106286796
low2155,0.190325736,0.105336289,0.275315182,21,0.174969388
low2156,0.178085684,0.067804542,0.288366825,24,0.20001484
low2157,0.192502595,0.095549662,0.289455528,42,0.185291712
low2158,5.95359398,5.265083704,6.642104257,39,6.270296023
low2159,2.589769487,2.257649571,2.921889404,38,2.5
low216,0.127242015,0.060522069,0.193961962,19,0.120725664
low2160,4.147257453,3.660069949,4.634444957,37,4
low2161,6.048431773,5.435072837,6.66179071,39,6.270296023
low2162,0.229735432,0.141748964,0.3177219,22,0.158527502
low2163,2.470923294,2.218092038,2.723754549,38,2.5
low2164,0.18117764,0.085928076,0.276427204,21,0.174969388
low2165,4.196104666,3.499904124,4.892305208,37,4
low2166,0.280558937,0.155714348,0.405403527,24,0.20001484
low2167,0.355745863,0.247176824,0.464314902,23,0.195290626
low2168,0.16464687,0.069372192,0.259921547,42,0.185291712
low2169,0.277834009,0.188191424,0.367476595,22,0.158527502
low217,0.131685321,0.028543898,0.234826744,20,0.156759654
low2170,0.044234095,-0.056097805,0.144565995,41,0.106286796
low2171,0.112417746,0.002341529,0.222493963,23,0.195290626
low2172,5.915796235,5.207916894,6.623675576,39,6.270296023
low2173,0.014140248,-0.056738674,0.085019171,44,0.08229957
low2174,0.095092925,-0.01469323,0.204879079,41,0.106286796
low2175,0.251383527,0.149599251,0.353167804,43,0.19546654
low2176,0.254398162,0.130405028,0.378391295,24,0.20001484
low2177,3.83609646,3.341745765,4.330447154,37,4
low2178,0.088406896,0.017783553,0.159030239,44,0.08229957
low2179,0.236513839,0.123610173,0.349417506,24,0.20001484
low218,0.195704227,0.125971937,0.265436518,18,0.147047059
low2180,0.06978303,-0.023587552,0.163153612,41,0.106286796
low2181,0.222513848,0.127086053,0.317941643,42,0.185291712
low2182,6.094089017,5.373011221,6.815166812,39,6.270296023
low2183,6.32175698,5.491926909,7.151587052,39,6.270296023
low2184,6.86698025,6.371336213,7.362624288,40,6.961984907
low2185,2.057806412,1.414743934,2.700868891,38,2.5
low2186,0.048329203,-0.136232703,0.232891108,43,0.19546654
low2187,3.944465253,3.458335568,4.430594937,37,4
low2188,4.251718449,3.786371901,4.717064997,37,4
low2189,0.040357231,-0.088818724,0.169533187,41,0.106286796
low219,0.079107549,0.050183121,0.108031976,36,0.094084067
low2190,6.830588064,6.377469869,7.283706259,40,6.961984907
low2191,0.118169531,0.029553222,0.206785841,42,0.185291712
low2192,0.053542058,-0.012721462,0.119805579,44,0.08229957
low2193,3.64937393,3.100622397,4.198125463,37,4
low2194,2.643948358,2.309558041,2.978338675,38,2.5
low2195,6.012858408,5.176016836,6.849699981,39,6.270296023
low2196,0.09270143,0.010525799,0.17487706,41,0.106286796
low2197,0.25318421,0.169846488,0.336521932,22,0.158527502
low2198,5.640971766,4.831484819,6.450458714,39,6.270296023
low2199,7.221011198,6.767808591,7.674213805,40,6.961984907
low22,0.08317429,0.056325428,0.110023152,36,0.094084067
low220,-0.629031744,-0.815014695,-0.443048794,59,-0.8
low2200,-0.007353609,-0.076351168,0.06164395,41,0.106286796
low2201,0.183766037,0.070100101,0.297431973,23,0.195290626
low2202,0.328497447,0.139281572,0.517713322,43,0.19546654
low2203,0.232455511,0.119280063,0.345630959,23,0.195290626
low2204,0.181454838,0.084498761,0.278410914,21,0.174969388
low2205,4.368534103,3.850770135,4.886298072,37,4
low2206,0.206474837,0.107966873,0.3049828,22,0.158527502
low2207,0.274628862,0.171760892,0.377496833,22,0.158527502
low2208,0.230013449,0.136094879,0.323932019,42,0.185291712
low2209,7.371342475,6.959873024,7.782811925,40,6.961984907
low221,0.127914682,0.099945456,0.155883909,35,0.122643948
low2210,0.177172376,0.05669519,0.297649561,41,0.106286796
low2211,0.13334609,0.022433816,0.244258365,23,0.195290626
low2212,5.951121101,5.110764935,6.791477267,39,6.270296023
low2213,3.45343572,2.752306406,4.154565035,37,4
low2214,0.057937915,-0.009099448,0.124975278,44,0.08229957
low2215,0.313287513,0.192326118,0.434248909,24,0.20001484
low2216,0.205171507,0.028316627,0.382026388,43,0.19546654
low2217,0.284633325,0.157398044,0.411868606,43,0.19546654
low2218,0.205440175,0.116893761,0.29398659,21,0.174969388
low2219,4.15988986,3.639905093,4.679874627,37,4
low222,0.089892139,0.063445609,0.11633867,36,0.094084067
low2220,7.062508714,6.605632397,7.519385032,40,6.961984907
low2221,2.614418717,2.193435393,3.035402041,38,2.5
low2222,2.772540163,2.298946561,3.246133764,38,2.5
low2223,6.068314237,5.315343797,6.821284677,39,6.270296023
low2224,0.271226408,0.188127787,0.354325029,22,0.158527502
low2225,0.115901225,0.042605915,0.189196536,44,0.08229957
low2226,3.897161212,3.407400088,4.386922335,37,4
low2227,0.046277154,-0.019359899,0.111914207,44,0.08229957
low2228,5.688416323,4.804130295,6.572702352,39,6.270296023
low2229,0.076132715,-0.01229107,0.164556499,21,0.174969388
low223,0.12007993,0.037454928,0.202704933,18,0.147047059
low2230,3.994320656,3.54523167,4.443409642,37,4
low2231,0.29728359,0.180874846,0.413692333,24,0.20001484
low2232,0.223304447,0.131639041,0.314969853,21,0.174969388
low2233,3.653686765,2.91713337,4.390240161,37,4
low2234,2.800455811,2.352313846,3.248597777,38,2.5
low2235,0.268098582,0.13957962,0.396617544,23,0.195290626
low2236,0.052189009,-0.116860056,0.221238074,41,0.106286796
low2237,3.832534214,3.034051503,4.631016926,37,4
low2238,6.402378896,5.632334189,7.172423604,39,6.270296023
low2239,0.291063776,0.121656128,0.460471424,43,0.19546654
low224,4.578406286,3.713570759,5.443241814,29,4
low2240,0.296072783,0.178202865,0.413942701,24,0.20001484
low2241,2.684683032,2.27362499,3.095741074,38,2.5
low2242,0.087557079,0.019230124,0.155884034,44,0.08229957
low2243,0.137709326,-0.084790315,0.360208968,43,0.19546654
low2244,0.119811251,0.033571789,0.206050714,42,0.185291712
low2245,0.095136762,-0.016045868,0.206319392,41,0.106286796
low2246,0.06182335,-0.052468293,0.176114994,41,0.106286796
low2247,0.394844702,0.264564018,0.525125386,24,0.20001484
low2248,0.068077256,-0.047274216,0.183428728,41,0.106286796
low2249,0.29696138,0.210135336,0.383787423,22,0.158527502
low225,0.636060892,0.453364289,0.818757494,57,0.5
low2250,5.745792478,4.895505961,6.596078994,39,6.270296023
low2251,6.545602603,6.065370574,7.025834632,40,6.961984907
low2252,0.220087668,0.129266508,0.310908828,42,0.185291712
low2253,6.207082425,5.448205438,6.965959412,39,6.270296023
low2254,0.279069543,0.113665977,0.444473108,24,0.20001484
low2255,6.984517579,5.880797927,8.088237231,39,6.270296023
low2256,5.989947197,5.108257998,6.871636397,39,6.270296023
low2257,2.680264189,2.281856619,3.07867176,38,2.5
low2258,0.02044946,-0.043857678,0.084756598,44,0.08229957
low2259,7.034882316,6.581800011,7.48796462,40,6.961984907
low226,3.897012169,3.102427824,4.691596514,29,4
low2260,0.217290471,0.105603685,0.328977257,23,0.195290626
low2261,0.216728109,0.124527931,0.308928286,22,0.158527502
low2262,0.17074684,0.078004119,0.26348956,42,0.185291712
low2263,0.18993095,0.002223499,0.3776384,43,0.19546654
low2264,0.175209464,-0.029847522,0.38026645,43,0.19546654
low2265,0.114773501,-0.030390816,0.259937819,41,0.106286796
low2266,0.04921728,-0.157250306,0.255684866,43,0.19546654
low2267,0.151746306,0.033961074,0.269531537,24,0.20001484
low2268,0.155989143,0.0541135,0.257864786,41,0.106286796
low2269,0.272380936,0.147144959,0.397616912,23,0.195290626
low227,3.71430863,3.39043936,4.038177901,64,3.625
low2270,0.253631154,0.163755492,0.343506816,22,0.158527502
low2271,7.241399453,6.826826105,7.655972801,40,6.961984907
low2272,0.118958521,0.03073076,0.207186282,42,0.185291712
low2273,0.103624785,0.035106059,0.172143511,44,0.08229957
low2274,6.306756232,5.408265483,7.205246982,39,6.270296023
low2275,3.549584324,2.611646058,4.487522589,37,4
low2276,6.926281785,6.475099373,7.377464198,40,6.961984907
low2277,0.26248534,0.177873068,0.347097612,22,0.158527502
low2278,0.048161235,-0.164883704,0.261206173,43,0.19546654
low2279,5.831661931,5.203432617,6.459891246,39,6.270296023
low228,0.116498269,0.035623287,0.197373251,20,0.156759654
low2280,0.239174262,0.153214445,0.325134079,42,0.185291712
low2281,0.076806361,-0.00492556,0.158538282,41,0.106286796
low2282,0.221778225,0.103630789,0.339925661,23,0.195290626
low2283,0.218278862,0.003041672,0.433516053,43,0.19546654
low2284,6.773173723,6.328586614,7.217760833,40,6.961984907
low2285,7.210472259,6.693784078,7.72716044,40,6.961984907
low2286,3.672369421,3.203886418,4.140852425,37,4
low2287,0.226353205,0.127599442,0.325106967,23,0.195290626
low2288,0.200892482,0.072094469,0.329690496,24,0.20001484
low2289,6.818337773,6.409847182,7.226828364,40,6.961984907
low229,-1.849548807,-2.790744388,-0.908353226,63,-2
low2290,0.176432138,0.077621275,0.275243002,42,0.185291712
low2291,6.466690995,5.467700941,7.46568105,39,6.270296023
low2292,4.151834719,3.465325608,4.83834383,37,4
low2293,0.169371043,0.046276202,0.292465884,24,0.20001484
low2294,7.156542886,6.809849356,7.503236417,40,6.961984907
low2295,0.097218106,0.028223875,0.166212338,44,0.08229957
low2296,0.071208465,0.001404257,0.141012673,44,0.08229957
low2297,2.39378873,2.065109907,2.722467553,38,2.5
low2298,2.55308755,2.223899282,2.882275817,38,2.5
low2299,7.180305682,6.666378472,7.694232892,40,6.961984907
low23,0.095018731,0.064484652,0.12555281,34,0.049629693
low230,0.068450145,0.038348384,0.098551905,34,0.049629693
low2300,0.210836756,0.117122068,0.304551445,21,0.174969388
low2301,0.106518409,0.030990862,0.182045956,41,0.106286796
low2302,7.337078334,6.979529656,7.694627011,40,6.961984907
low2303,0.226983593,0.089727482,0.364239705,23,0.195290626
low2304,0.132279177,0.048608137,0.215950217,21,0.174969388
low2305,4.215826423,3.622927257,4.80872559,37,4
low2306,3.429599413,2.847739038,4.011459789,37,4
